transaction_id,customer_id,product_id,quantity,transaction_date,payment_method,price,total_price
TRANS06312,CUST0111,PROD0395,1,2024-12-05 21:52:58.405878,Bank Transfer,206.66,206.66
TRANS06313,CUST0273,PROD0401,2,2025-03-17 21:52:58.405881,Credit Card,619.27,1238.54
TRANS06314,CUST0406,PROD0150,2,2025-05-04 21:52:58.405884,Bank Transfer,873.19,1746.38
TRANS06315,CUST0372,PROD0083,3,2025-06-19 21:52:58.405887,Credit Card,259.79,779.3700000000001
TRANS06316,CUST0596,PROD0133,3,2025-01-27 21:52:58.405891,Credit Card,941.1,2823.3
TRANS06317,CUST0650,PROD0308,3,2024-07-18 21:52:58.405894,Credit Card,415.58,1246.74
TRANS06318,CUST0038,PROD0353,4,2024-12-13 21:52:58.405897,Bank Transfer,568.25,2273.0
TRANS06319,CUST0104,PROD0297,3,2024-09-01 21:52:58.405901,Credit Card,923.21,2769.63
TRANS06320,CUST0323,PROD0449,1,2025-04-07 21:52:58.405904,Credit Card,965.98,965.98
TRANS06321,CUST0792,PROD0029,3,2024-11-13 21:52:58.405907,Credit Card,394.84,1184.52
TRANS06322,CUST0958,PROD0008,3,2025-04-15 21:52:58.405911,Debit Card,919.21,2757.63
TRANS06323,CUST0991,PROD0474,3,2025-05-15 21:52:58.405914,Bank Transfer,345.85,1037.5500000000002
TRANS06324,CUST0413,PROD0169,2,2024-10-24 21:52:58.405917,Credit Card,89.38,178.76
TRANS06325,CUST0428,PROD0289,2,2024-12-23 21:52:58.405920,Debit Card,399.22,798.44
TRANS06326,CUST0634,PROD0167,3,2025-04-28 21:52:58.405923,Credit Card,590.76,1772.28
TRANS06327,CUST0729,PROD0343,2,2025-06-10 21:52:58.405927,Credit Card,579.84,1159.68
TRANS06328,CUST0888,PROD0496,2,2025-07-06 21:52:58.405930,Credit Card,804.37,1608.74
TRANS06329,CUST0060,PROD0144,4,2025-03-24 21:52:58.405933,Credit Card,171.03,684.12
TRANS06330,CUST0611,PROD0412,1,2025-04-18 21:52:58.405936,Debit Card,672.19,672.19
TRANS06331,CUST0306,PROD0227,2,2024-11-27 21:52:58.405940,Credit Card,528.17,1056.34
TRANS06332,CUST0353,PROD0305,1,2025-06-28 21:52:58.405943,Bank Transfer,832.32,832.32
TRANS06333,CUST0392,PROD0075,2,2025-05-26 21:52:58.405946,Boleto,589.73,1179.46
TRANS06334,CUST0203,PROD0222,3,2024-10-16 21:52:58.405949,Credit Card,575.89,1727.67
TRANS06335,CUST0257,PROD0176,2,2025-04-14 21:52:58.405953,Credit Card,133.1,266.2
TRANS06336,CUST0485,PROD0456,2,2025-06-15 21:52:58.405956,Debit Card,509.41,1018.82
TRANS06337,CUST0516,PROD0188,1,2025-02-16 21:52:58.405959,Credit Card,811.58,811.58
TRANS06338,CUST0445,PROD0466,3,2025-02-27 21:52:58.405962,Credit Card,910.16,2730.48
TRANS06339,CUST0708,PROD0301,4,2025-05-20 21:52:58.405966,Credit Card,784.6,3138.4
TRANS06340,CUST0179,PROD0045,1,2025-06-26 21:52:58.405969,Boleto,675.78,675.78
TRANS06341,CUST0341,PROD0381,3,2025-02-18 21:52:58.405972,Debit Card,897.61,2692.83
TRANS06342,CUST0132,PROD0016,3,2024-12-08 21:52:58.405975,Credit Card,715.02,2145.06
TRANS06343,CUST0442,PROD0065,1,2024-12-08 21:52:58.405978,Credit Card,204.28,204.28
TRANS06344,CUST0835,PROD0359,2,2024-11-17 21:52:58.405981,Credit Card,614.01,1228.02
TRANS06345,CUST0252,PROD0260,3,2024-12-10 21:52:58.405985,Credit Card,303.65,910.9499999999999
TRANS06346,CUST0264,PROD0122,4,2025-06-18 21:52:58.405988,Credit Card,361.18,1444.72
TRANS06347,CUST0092,PROD0230,2,2025-05-31 21:52:58.405991,Bank Transfer,89.3,178.6
TRANS06348,CUST0661,PROD0437,1,2025-05-20 21:52:58.405994,Credit Card,760.46,760.46
TRANS06349,CUST0410,PROD0124,1,2024-10-15 21:52:58.405997,Credit Card,123.99,123.99
TRANS06350,CUST0137,PROD0111,1,2025-02-27 21:52:58.406001,Credit Card,129.24,129.24
TRANS06351,CUST0207,PROD0271,1,2025-06-24 21:52:58.406004,Credit Card,151.13,151.13
TRANS06352,CUST0636,PROD0080,4,2025-05-15 21:52:58.406007,Boleto,51.16,204.64
TRANS06353,CUST0745,PROD0245,4,2025-05-26 21:52:58.406010,Credit Card,80.44,321.76
TRANS06354,CUST0572,PROD0346,3,2024-10-24 21:52:58.406014,Credit Card,557.94,1673.8200000000002
TRANS06355,CUST0306,PROD0390,4,2024-08-09 21:52:58.406017,Credit Card,752.36,3009.44
TRANS06356,CUST0265,PROD0499,1,2025-01-31 21:52:58.406020,Credit Card,952.86,952.86
TRANS06357,CUST0645,PROD0391,4,2025-02-16 21:52:58.406023,Boleto,913.91,3655.64
TRANS06358,CUST0317,PROD0327,2,2025-07-06 21:52:58.406027,Credit Card,143.87,287.74
TRANS06359,CUST0112,PROD0214,2,2025-04-13 21:52:58.406030,Credit Card,786.56,1573.12
TRANS06360,CUST0900,PROD0351,3,2025-05-06 21:52:58.406033,Credit Card,361.28,1083.84
TRANS06361,CUST0377,PROD0234,1,2025-05-30 21:52:58.406036,Debit Card,210.27,210.27
TRANS06362,CUST0453,PROD0366,4,2024-08-03 21:52:58.406039,Debit Card,295.3,1181.2
TRANS06363,CUST0190,PROD0081,3,2024-10-18 21:52:58.406043,Debit Card,503.15,1509.4499999999998
TRANS06364,CUST0890,PROD0293,3,2025-04-13 21:52:58.406046,Credit Card,799.54,2398.62
TRANS06365,CUST0439,PROD0309,4,2024-11-26 21:52:58.406049,Boleto,978.44,3913.76
TRANS06366,CUST0186,PROD0075,3,2025-05-30 21:52:58.406052,Credit Card,589.73,1769.19
TRANS06367,CUST0830,PROD0014,1,2024-12-21 21:52:58.406056,Debit Card,127.04,127.04
TRANS06368,CUST0366,PROD0219,4,2024-12-02 21:52:58.406059,Debit Card,609.04,2436.16
TRANS06369,CUST0088,PROD0229,2,2025-05-01 21:52:58.406062,Debit Card,669.86,1339.72
TRANS06370,CUST0186,PROD0433,2,2024-08-02 21:52:58.406065,Credit Card,860.52,1721.04
TRANS06371,CUST0818,PROD0439,4,2024-12-10 21:52:58.406069,Credit Card,319.47,1277.88
TRANS06372,CUST0945,PROD0478,3,2024-07-22 21:52:58.406072,Credit Card,256.05,768.1500000000001
TRANS06373,CUST0131,PROD0371,3,2025-04-27 21:52:58.406075,Credit Card,33.71,101.13
TRANS06374,CUST0871,PROD0264,2,2025-06-10 21:52:58.406078,Debit Card,132.05,264.1
TRANS06375,CUST0634,PROD0263,2,2025-04-06 21:52:58.406081,Credit Card,135.67,271.34
TRANS06376,CUST0559,PROD0109,1,2025-01-07 21:52:58.406085,Debit Card,935.38,935.38
TRANS06377,CUST0799,PROD0402,3,2025-06-18 21:52:58.406088,Bank Transfer,90.76,272.28000000000003
TRANS06378,CUST0375,PROD0306,1,2024-09-06 21:52:58.406091,Credit Card,232.41,232.41
TRANS06379,CUST0690,PROD0199,2,2024-11-06 21:52:58.406094,Credit Card,64.02,128.04
TRANS06380,CUST0691,PROD0225,2,2024-11-08 21:52:58.406098,Bank Transfer,608.32,1216.64
TRANS06381,CUST0098,PROD0184,2,2024-12-03 21:52:58.406101,Debit Card,584.84,1169.68
TRANS06382,CUST0841,PROD0451,2,2025-04-14 21:52:58.406104,Credit Card,139.41,278.82
TRANS06383,CUST0033,PROD0030,1,2025-04-22 21:52:58.406107,Credit Card,247.9,247.9
TRANS06384,CUST0931,PROD0101,2,2025-03-29 21:52:58.406110,Debit Card,768.86,1537.72
TRANS06385,CUST0581,PROD0258,4,2024-12-12 21:52:58.406114,Debit Card,946.51,3786.04
TRANS06386,CUST0170,PROD0098,3,2025-01-02 21:52:58.406117,Debit Card,30.72,92.16
TRANS06387,CUST0365,PROD0338,2,2024-09-23 21:52:58.406120,Debit Card,672.53,1345.06
TRANS06388,CUST0783,PROD0298,3,2025-06-03 21:52:58.406123,Debit Card,82.01,246.03000000000003
TRANS06389,CUST0058,PROD0284,2,2025-04-18 21:52:58.406126,Credit Card,107.44,214.88
TRANS06390,CUST0180,PROD0265,1,2025-02-12 21:52:58.406130,Debit Card,523.38,523.38
TRANS06391,CUST0018,PROD0139,3,2025-03-30 21:52:58.406133,Boleto,585.92,1757.7599999999998
TRANS06392,CUST0225,PROD0301,1,2025-05-19 21:52:58.406136,Credit Card,784.6,784.6
TRANS06393,CUST0472,PROD0285,2,2025-03-29 21:52:58.406139,Debit Card,957.15,1914.3
TRANS06394,CUST0094,PROD0349,4,2025-04-02 21:52:58.406142,Credit Card,744.85,2979.4
TRANS06395,CUST0880,PROD0465,4,2024-12-08 21:52:58.406146,Credit Card,785.55,3142.2
TRANS06396,CUST0296,PROD0215,4,2024-10-27 21:52:58.406149,Boleto,602.58,2410.32
TRANS06397,CUST0592,PROD0031,4,2025-04-26 21:52:58.406152,Credit Card,104.02,416.08
TRANS06398,CUST0174,PROD0456,4,2024-10-18 21:52:58.406155,Credit Card,509.41,2037.64
TRANS06399,CUST0221,PROD0302,1,2025-05-29 21:52:58.406158,Credit Card,992.59,992.59
TRANS06400,CUST0614,PROD0087,4,2025-06-15 21:52:58.406162,Credit Card,811.83,3247.32
TRANS06401,CUST0053,PROD0062,2,2025-04-19 21:52:58.406165,Debit Card,448.6,897.2
TRANS06402,CUST0694,PROD0409,1,2025-06-28 21:52:58.406168,Credit Card,813.75,813.75
TRANS06403,CUST0862,PROD0386,1,2025-07-14 21:52:58.406172,Credit Card,891.75,891.75
TRANS06404,CUST0402,PROD0278,4,2025-05-18 21:52:58.406175,Credit Card,416.68,1666.72
TRANS06405,CUST0317,PROD0458,3,2024-11-17 21:52:58.406178,Debit Card,433.19,1299.57
TRANS06406,CUST0866,PROD0073,2,2025-06-18 21:52:58.406181,Debit Card,66.46,132.92
TRANS06407,CUST0348,PROD0305,1,2025-05-03 21:52:58.406184,Debit Card,832.32,832.32
TRANS06408,CUST0442,PROD0419,2,2025-05-08 21:52:58.406188,Debit Card,568.94,1137.88
TRANS06409,CUST0832,PROD0123,3,2025-04-25 21:52:58.406191,Credit Card,406.7,1220.1
TRANS06410,CUST0579,PROD0268,1,2024-07-25 21:52:58.406194,Debit Card,989.61,989.61
TRANS06411,CUST0539,PROD0381,2,2025-01-25 21:52:58.406198,Credit Card,897.61,1795.22
TRANS06412,CUST0785,PROD0284,4,2025-01-01 21:52:58.406201,Credit Card,107.44,429.76
TRANS06413,CUST0281,PROD0421,1,2024-08-05 21:52:58.406204,Debit Card,682.28,682.28
TRANS06414,CUST0359,PROD0460,1,2025-02-20 21:52:58.406208,Credit Card,747.76,747.76
TRANS06415,CUST0914,PROD0120,1,2024-10-17 21:52:58.406211,Credit Card,997.77,997.77
TRANS06416,CUST0822,PROD0345,1,2025-06-12 21:52:58.406214,Credit Card,477.02,477.02
TRANS06417,CUST0630,PROD0211,4,2025-03-26 21:52:58.406218,Debit Card,559.14,2236.56
TRANS06418,CUST0891,PROD0388,3,2024-12-23 21:52:58.406221,Credit Card,812.06,2436.18
TRANS06419,CUST0952,PROD0147,3,2025-02-09 21:52:58.406224,Boleto,67.98,203.94
TRANS06420,CUST0645,PROD0077,2,2024-11-06 21:52:58.406227,Credit Card,241.4,482.8
TRANS06421,CUST0640,PROD0364,4,2025-03-17 21:52:58.406230,Debit Card,603.31,2413.24
TRANS06422,CUST0007,PROD0013,4,2025-05-30 21:52:58.406234,Bank Transfer,782.02,3128.08
TRANS06423,CUST0992,PROD0135,2,2025-01-13 21:52:58.406237,Debit Card,955.02,1910.04
TRANS06424,CUST0562,PROD0303,4,2024-10-17 21:52:58.406240,Debit Card,248.26,993.04
TRANS06425,CUST0490,PROD0396,4,2025-04-07 21:52:58.406243,Debit Card,254.39,1017.56
TRANS06426,CUST0340,PROD0279,1,2025-07-02 21:52:58.406247,Credit Card,494.75,494.75
TRANS06427,CUST0471,PROD0078,1,2025-03-11 21:52:58.406250,Bank Transfer,641.4,641.4
TRANS06428,CUST0792,PROD0242,1,2024-12-19 21:52:58.406253,Credit Card,153.87,153.87
TRANS06429,CUST0686,PROD0192,4,2025-03-27 21:52:58.406256,Bank Transfer,95.27,381.08
TRANS06430,CUST0694,PROD0469,4,2024-10-20 21:52:58.406259,Debit Card,898.03,3592.12
TRANS06431,CUST0703,PROD0417,3,2025-02-25 21:52:58.406263,Bank Transfer,887.31,2661.93
TRANS06432,CUST0248,PROD0241,1,2025-01-25 21:52:58.406266,Credit Card,840.76,840.76
TRANS06433,CUST0234,PROD0050,2,2024-07-29 21:52:58.406269,Bank Transfer,137.04,274.08
TRANS06434,CUST0082,PROD0231,4,2025-02-01 21:52:58.406272,Credit Card,447.42,1789.68
TRANS06435,CUST0092,PROD0258,1,2025-03-20 21:52:58.406276,Debit Card,946.51,946.51
TRANS06436,CUST0884,PROD0383,3,2024-12-26 21:52:58.406279,Credit Card,32.34,97.02000000000001
TRANS06437,CUST0393,PROD0374,1,2025-07-06 21:52:58.406282,Debit Card,182.67,182.67
TRANS06438,CUST0823,PROD0217,3,2024-11-10 21:52:58.406286,Debit Card,958.37,2875.11
TRANS06439,CUST0267,PROD0205,3,2024-09-16 21:52:58.406289,Credit Card,57.88,173.64000000000001
TRANS06440,CUST0416,PROD0313,4,2024-11-11 21:52:58.406292,Debit Card,733.56,2934.24
TRANS06441,CUST0631,PROD0488,3,2025-02-13 21:52:58.406295,Credit Card,945.57,2836.71
TRANS06442,CUST0582,PROD0380,3,2024-08-28 21:52:58.406298,Debit Card,526.16,1578.48
TRANS06443,CUST0528,PROD0455,2,2025-06-22 21:52:58.406302,Debit Card,214.75,429.5
TRANS06444,CUST0252,PROD0368,3,2024-08-09 21:52:58.406305,Credit Card,501.28,1503.84
TRANS06445,CUST0956,PROD0310,2,2024-12-08 21:52:58.406308,Debit Card,189.08,378.16
TRANS06446,CUST0121,PROD0374,2,2025-03-29 21:52:58.406311,Debit Card,182.67,365.34
TRANS06447,CUST0891,PROD0119,1,2025-04-18 21:52:58.406315,Credit Card,661.52,661.52
TRANS06448,CUST0009,PROD0079,1,2024-10-25 21:52:58.406318,Boleto,821.87,821.87
TRANS06449,CUST0798,PROD0041,4,2025-06-07 21:52:58.406321,Debit Card,814.35,3257.4
TRANS06450,CUST0315,PROD0020,4,2024-10-27 21:52:58.406324,Credit Card,544.9,2179.6
TRANS06451,CUST0837,PROD0009,4,2025-02-09 21:52:58.406327,Credit Card,653.29,2613.16
TRANS06452,CUST0272,PROD0312,3,2025-03-21 21:52:58.406331,Debit Card,340.85,1022.5500000000001
TRANS06453,CUST0305,PROD0152,1,2024-11-03 21:52:58.406334,Credit Card,352.03,352.03
TRANS06454,CUST0804,PROD0311,3,2025-01-02 21:52:58.406337,Credit Card,801.17,2403.5099999999998
TRANS06455,CUST0209,PROD0293,1,2024-09-06 21:52:58.406340,Credit Card,799.54,799.54
TRANS06456,CUST0957,PROD0085,3,2024-09-09 21:52:58.406344,Debit Card,617.5,1852.5
TRANS06457,CUST0729,PROD0112,4,2025-07-03 21:52:58.406347,Debit Card,588.7,2354.8
TRANS06458,CUST0752,PROD0188,1,2025-03-21 21:52:58.406350,Credit Card,811.58,811.58
TRANS06459,CUST0885,PROD0111,1,2024-12-12 21:52:58.406353,Debit Card,129.24,129.24
TRANS06460,CUST0463,PROD0174,2,2024-12-24 21:52:58.406356,Boleto,284.3,568.6
TRANS06461,CUST0711,PROD0309,1,2025-05-01 21:52:58.406360,Boleto,978.44,978.44
TRANS06462,CUST0727,PROD0301,1,2025-01-26 21:52:58.406368,Bank Transfer,784.6,784.6
TRANS06463,CUST0716,PROD0451,3,2025-06-21 21:52:58.406372,Bank Transfer,139.41,418.23
TRANS06464,CUST0924,PROD0003,4,2025-03-11 21:52:58.406375,Credit Card,561.01,2244.04
TRANS06465,CUST0415,PROD0221,2,2025-02-25 21:52:58.406378,Credit Card,629.39,1258.78
TRANS06466,CUST0215,PROD0449,3,2025-06-23 21:52:58.406381,Credit Card,965.98,2897.94
TRANS06467,CUST0079,PROD0220,1,2024-11-27 21:52:58.406385,Debit Card,228.28,228.28
TRANS06468,CUST0778,PROD0170,3,2025-01-21 21:52:58.406388,Bank Transfer,482.07,1446.21
TRANS06469,CUST0479,PROD0317,4,2024-08-10 21:52:58.406391,Credit Card,806.12,3224.48
TRANS06470,CUST0901,PROD0483,2,2024-11-24 21:52:58.406394,Credit Card,860.11,1720.22
TRANS06471,CUST0890,PROD0212,3,2024-09-01 21:52:58.406398,Debit Card,827.67,2483.0099999999998
TRANS06472,CUST0546,PROD0252,1,2025-06-21 21:52:58.406401,Credit Card,107.03,107.03
TRANS06473,CUST0800,PROD0123,3,2024-10-24 21:52:58.406404,Credit Card,406.7,1220.1
TRANS06474,CUST0017,PROD0127,1,2024-07-20 21:52:58.406407,Credit Card,393.4,393.4
TRANS06475,CUST0164,PROD0212,2,2025-03-22 21:52:58.406411,Boleto,827.67,1655.34
TRANS06476,CUST0524,PROD0111,2,2025-05-20 21:52:58.406414,Credit Card,129.24,258.48
TRANS06477,CUST0201,PROD0084,3,2024-10-20 21:52:58.406417,Debit Card,314.69,944.0699999999999
TRANS06478,CUST0740,PROD0003,2,2024-08-22 21:52:58.406420,Credit Card,561.01,1122.02
TRANS06479,CUST0345,PROD0064,4,2024-09-25 21:52:58.406424,Debit Card,851.46,3405.84
TRANS06480,CUST0365,PROD0317,3,2025-03-17 21:52:58.406427,Credit Card,806.12,2418.36
TRANS06481,CUST0976,PROD0345,1,2025-02-08 21:52:58.406430,Credit Card,477.02,477.02
TRANS06482,CUST0447,PROD0119,3,2025-01-20 21:52:58.406433,Credit Card,661.52,1984.56
TRANS06483,CUST0512,PROD0242,1,2025-02-23 21:52:58.406436,Credit Card,153.87,153.87
TRANS06484,CUST0318,PROD0385,2,2024-08-23 21:52:58.406440,Debit Card,581.35,1162.7
TRANS06485,CUST0216,PROD0136,1,2024-09-13 21:52:58.406443,Credit Card,159.92,159.92
TRANS06486,CUST0033,PROD0246,1,2025-04-19 21:52:58.406447,Bank Transfer,578.13,578.13
TRANS06487,CUST0870,PROD0440,1,2024-11-20 21:52:58.406450,Credit Card,416.58,416.58
TRANS06488,CUST0265,PROD0044,1,2025-06-09 21:52:58.406453,Credit Card,408.68,408.68
TRANS06489,CUST0639,PROD0145,4,2024-07-21 21:52:58.406456,Bank Transfer,737.02,2948.08
TRANS06490,CUST0723,PROD0367,1,2025-04-29 21:52:58.406460,Credit Card,16.4,16.4
TRANS06491,CUST0774,PROD0175,3,2024-08-06 21:52:58.406463,Credit Card,941.47,2824.41
TRANS06492,CUST0823,PROD0041,4,2024-08-24 21:52:58.406466,Credit Card,814.35,3257.4
TRANS06493,CUST0079,PROD0296,1,2024-08-05 21:52:58.406470,Bank Transfer,480.34,480.34
TRANS06494,CUST0676,PROD0458,1,2024-11-07 21:52:58.406473,Bank Transfer,433.19,433.19
TRANS06495,CUST0412,PROD0088,1,2024-08-23 21:52:58.406476,Credit Card,587.3,587.3
TRANS06496,CUST0251,PROD0217,4,2025-02-18 21:52:58.406479,Debit Card,958.37,3833.48
TRANS06497,CUST0011,PROD0441,1,2025-07-01 21:52:58.406483,Debit Card,217.59,217.59
TRANS06498,CUST0400,PROD0227,1,2024-08-28 21:52:58.406486,Boleto,528.17,528.17
TRANS06499,CUST0815,PROD0297,1,2024-08-30 21:52:58.406489,Credit Card,923.21,923.21
TRANS06500,CUST0723,PROD0290,2,2024-10-21 21:52:58.406492,Bank Transfer,244.55,489.1
TRANS06501,CUST0281,PROD0421,3,2025-03-21 21:52:58.406496,Credit Card,682.28,2046.84
TRANS06502,CUST0111,PROD0066,1,2025-01-06 21:52:58.406499,Credit Card,134.29,134.29
TRANS06503,CUST0722,PROD0250,3,2024-09-03 21:52:58.406502,Credit Card,960.19,2880.57
TRANS06504,CUST0377,PROD0040,2,2024-10-02 21:52:58.406505,Debit Card,586.89,1173.78
TRANS06505,CUST0750,PROD0098,2,2024-07-31 21:52:58.406509,Debit Card,30.72,61.44
TRANS06506,CUST0267,PROD0305,1,2024-09-23 21:52:58.406512,Debit Card,832.32,832.32
TRANS06507,CUST0916,PROD0359,3,2025-01-04 21:52:58.406515,Debit Card,614.01,1842.03
TRANS06508,CUST0297,PROD0341,4,2024-10-09 21:52:58.406519,Debit Card,364.23,1456.92
TRANS06509,CUST0316,PROD0455,1,2024-09-19 21:52:58.406522,Debit Card,214.75,214.75
TRANS06510,CUST0569,PROD0078,4,2024-11-09 21:52:58.406525,Credit Card,641.4,2565.6
TRANS06511,CUST0508,PROD0300,2,2024-11-28 21:52:58.406528,Credit Card,356.44,712.88
TRANS06512,CUST0949,PROD0198,2,2025-07-14 21:52:58.406532,Credit Card,387.14,774.28
TRANS06513,CUST0545,PROD0146,3,2025-01-24 21:52:58.406535,Credit Card,216.74,650.22
TRANS06514,CUST0774,PROD0487,4,2024-11-19 21:52:58.406538,Debit Card,693.42,2773.68
TRANS06515,CUST0364,PROD0105,4,2025-04-04 21:52:58.406541,Debit Card,401.98,1607.92
TRANS06516,CUST0546,PROD0400,1,2024-10-01 21:52:58.406544,Debit Card,432.23,432.23
TRANS06517,CUST0270,PROD0192,3,2024-11-15 21:52:58.406548,Credit Card,95.27,285.81
TRANS06518,CUST0960,PROD0492,3,2024-10-02 21:52:58.406551,Debit Card,649.27,1947.81
TRANS06519,CUST0473,PROD0476,4,2024-10-17 21:52:58.406554,Credit Card,491.31,1965.24
TRANS06520,CUST0738,PROD0121,2,2025-03-19 21:52:58.406558,Boleto,457.22,914.44
TRANS06521,CUST0536,PROD0076,3,2024-08-13 21:52:58.406561,Credit Card,548.9,1646.6999999999998
TRANS06522,CUST0233,PROD0311,2,2024-10-31 21:52:58.406564,Debit Card,801.17,1602.34
TRANS06523,CUST0058,PROD0111,1,2025-05-08 21:52:58.406568,Debit Card,129.24,129.24
TRANS06524,CUST0250,PROD0348,3,2025-01-15 21:52:58.406571,Boleto,218.01,654.03
TRANS06525,CUST0846,PROD0296,3,2024-11-12 21:52:58.406574,Credit Card,480.34,1441.02
TRANS06526,CUST0085,PROD0169,1,2025-03-21 21:52:58.406577,Credit Card,89.38,89.38
TRANS06527,CUST0762,PROD0005,3,2025-06-16 21:52:58.406580,Credit Card,143.23,429.68999999999994
TRANS06528,CUST0389,PROD0196,4,2025-02-18 21:52:58.406584,Credit Card,445.46,1781.84
TRANS06529,CUST0179,PROD0097,4,2025-07-01 21:52:58.406587,Debit Card,912.23,3648.92
TRANS06530,CUST0718,PROD0458,1,2024-10-17 21:52:58.406590,Boleto,433.19,433.19
TRANS06531,CUST0855,PROD0328,2,2024-07-30 21:52:58.406593,Credit Card,678.7,1357.4
TRANS06532,CUST0148,PROD0229,2,2025-04-06 21:52:58.406597,Debit Card,669.86,1339.72
TRANS06533,CUST0582,PROD0167,3,2025-05-06 21:52:58.406600,Bank Transfer,590.76,1772.28
TRANS06534,CUST0120,PROD0296,2,2025-01-05 21:52:58.406603,Credit Card,480.34,960.68
TRANS06535,CUST0764,PROD0264,2,2024-08-29 21:52:58.406606,Credit Card,132.05,264.1
TRANS06536,CUST0604,PROD0007,1,2025-03-28 21:52:58.406614,Bank Transfer,833.2,833.2
TRANS06537,CUST0255,PROD0171,2,2024-09-27 21:52:58.406617,Boleto,633.79,1267.58
TRANS06538,CUST0765,PROD0441,2,2024-08-04 21:52:58.406620,Debit Card,217.59,435.18
TRANS06539,CUST0863,PROD0359,2,2024-08-11 21:52:58.406624,Credit Card,614.01,1228.02
TRANS06540,CUST0799,PROD0194,4,2024-09-02 21:52:58.406627,Credit Card,287.53,1150.12
TRANS06541,CUST0308,PROD0268,4,2024-10-13 21:52:58.406630,Debit Card,989.61,3958.44
TRANS06542,CUST0058,PROD0018,1,2025-04-02 21:52:58.406634,Credit Card,261.94,261.94
TRANS06543,CUST0068,PROD0353,3,2025-06-10 21:52:58.406637,Credit Card,568.25,1704.75
TRANS06544,CUST0445,PROD0351,1,2024-09-29 21:52:58.406640,Debit Card,361.28,361.28
TRANS06545,CUST0387,PROD0048,3,2025-01-17 21:52:58.406643,Debit Card,141.88,425.64
TRANS06546,CUST0085,PROD0463,3,2025-02-24 21:52:58.406647,Bank Transfer,276.47,829.4100000000001
TRANS06547,CUST0785,PROD0355,2,2025-03-25 21:52:58.406650,Credit Card,698.0,1396.0
TRANS06548,CUST0226,PROD0337,2,2024-11-21 21:52:58.406653,Credit Card,361.88,723.76
TRANS06549,CUST0592,PROD0461,1,2025-04-14 21:52:58.406656,Bank Transfer,239.9,239.9
TRANS06550,CUST0625,PROD0157,1,2024-10-30 21:52:58.406660,Debit Card,908.94,908.94
TRANS06551,CUST0183,PROD0065,1,2025-04-01 21:52:58.406663,Bank Transfer,204.28,204.28
TRANS06552,CUST0791,PROD0460,4,2024-11-15 21:52:58.406666,Boleto,747.76,2991.04
TRANS06553,CUST0321,PROD0346,4,2024-08-16 21:52:58.406670,Bank Transfer,557.94,2231.76
TRANS06554,CUST0908,PROD0058,4,2025-06-24 21:52:58.406673,Debit Card,622.98,2491.92
TRANS06555,CUST0317,PROD0308,4,2024-07-21 21:52:58.406676,Credit Card,415.58,1662.32
TRANS06556,CUST0565,PROD0307,4,2024-10-19 21:52:58.406679,Debit Card,405.34,1621.36
TRANS06557,CUST0398,PROD0336,2,2025-02-27 21:52:58.406683,Debit Card,216.23,432.46
TRANS06558,CUST0708,PROD0158,3,2025-04-26 21:52:58.406686,Credit Card,402.35,1207.0500000000002
TRANS06559,CUST0898,PROD0270,4,2024-08-07 21:52:58.406689,Debit Card,949.49,3797.96
TRANS06560,CUST0292,PROD0120,1,2025-02-11 21:52:58.406692,Credit Card,997.77,997.77
TRANS06561,CUST0292,PROD0253,3,2024-08-16 21:52:58.406696,Debit Card,53.63,160.89000000000001
TRANS06562,CUST0484,PROD0403,4,2025-06-28 21:52:58.406699,Credit Card,96.91,387.64
TRANS06563,CUST0898,PROD0260,4,2025-05-09 21:52:58.406702,Credit Card,303.65,1214.6
TRANS06564,CUST0446,PROD0134,2,2025-03-07 21:52:58.406705,Bank Transfer,652.28,1304.56
TRANS06565,CUST0802,PROD0273,2,2024-11-03 21:52:58.406708,Credit Card,559.18,1118.36
TRANS06566,CUST0691,PROD0055,2,2024-12-20 21:52:58.406712,Debit Card,874.13,1748.26
TRANS06567,CUST0982,PROD0330,4,2025-07-07 21:52:58.406715,Credit Card,141.68,566.72
TRANS06568,CUST0891,PROD0095,2,2025-02-27 21:52:58.406718,Bank Transfer,560.9,1121.8
TRANS06569,CUST0411,PROD0113,4,2025-03-04 21:52:58.406721,Bank Transfer,969.63,3878.52
TRANS06570,CUST0507,PROD0474,3,2024-11-04 21:52:58.406725,Boleto,345.85,1037.5500000000002
TRANS06571,CUST0733,PROD0473,3,2024-09-20 21:52:58.406728,Bank Transfer,382.91,1148.73
TRANS06572,CUST0785,PROD0356,4,2024-11-01 21:52:58.406731,Debit Card,571.72,2286.88
TRANS06573,CUST0889,PROD0428,1,2025-04-14 21:52:58.406735,Credit Card,238.77,238.77
TRANS06574,CUST0243,PROD0027,4,2024-11-18 21:52:58.406738,Credit Card,386.18,1544.72
TRANS06575,CUST0419,PROD0305,3,2024-11-22 21:52:58.406741,Credit Card,832.32,2496.96
TRANS06576,CUST0928,PROD0001,3,2025-02-02 21:52:58.406744,Debit Card,330.3,990.9000000000001
TRANS06577,CUST0959,PROD0211,4,2024-08-26 21:52:58.406747,Debit Card,559.14,2236.56
TRANS06578,CUST0153,PROD0067,4,2025-02-19 21:52:58.406751,Credit Card,963.85,3855.4
TRANS06579,CUST0815,PROD0127,4,2024-12-11 21:52:58.406754,Credit Card,393.4,1573.6
